MRK,False
MRK.DE,False
MRO,False
MS,False
MSFT,False
MTB,False
MU,False
MUR,False
MUV2.DE,False
MWV,False
MWW,False
MYL,False
NBL,False
NBR,False
NDAQ,False
NDX1.DE,False
NEE,False
NEM,False
NI,False
NKE,False
NOC,False
NOK1V,False
NOV,False
NOVL,False
NRG,False
NSC,False
NSM,False
NTAP,False
NTRS,False
NU,False
NUE,False
NVDA,False
NVLS,False
NWL,False
NWSA,False
NYT,False
NYX,False
ODP,False
OI,False
OMC,False
OR.PA,False
ORCL,False
ORLY,False
OSG,False
OXY,False
PAYX,False
PBCT,False
PBI,False
PCAR,False
PCG,False
PCL,False
PCLN,False
PCP,False
PCS,False
PDCO,False
PEG,False
PEP,False
PFE,False
PFG,False
PFV.DE,False
PG,False
PGN,False
PGR,False
PH,False
PHIA.AS,False
PHM,False
PKI,False
PLD,False
PLL,False
PM,False
PNC,False
PNW,False
POM,False
PPG,False
PPL,False
PRU,False
PS4.DE,False
PSA,False
PWR,False
PX,False
PXD,False
Q,False
QCE.DE,False
QCOM,False
QIA.DE,False
QLGC,False
QSC.DE,False
R,False
R8R.DE,False
RAI,False
RDC,False
REP.MC,False
RF,False
RHI,False
RHT,False
RL,False
ROK,False
ROP,False
ROST,False
RRC,False
RRD,False
RSG,False
RSH,False
RTN,False
RWE.DE,False
S,False
S92.DE,False
SAI,False
SAN.MC,False
SAN.PA,False
SAP.DE,False
SBUX,False
SCG,False
SCHW,False
SDF.DE,False
SE,False
SEE,False
SGO.PA,False
SHLD,False
SHW,False
SIAL,False
SIE.DE,False
SII,False
SJM,False
SLB,False
SLE,False
SLM,False
SM7.DE,False
SNA,False
SNDK,False
SNG.DE,False
SNI,False
SO,False
SOW.DE,False
SPG,False
SPLS,False
SRCL,False
SRE,False
STI,False
STJ,False
STR,False
STT,False
STZ,False
SU.PA,False
SUN,False
SVU,False
SWK,False
SWN,False
SWV.DE,False
SWY,False
SYK,False
SYMC,False
SYY,False
SZG.DE,False
T,False
TAP,False
TDC,False
TE,False
TEF.MC,False
TEG,False
TER,False
TGT,False
THC,False
TIE,False
TIF,False
TIT.MI,False
TJX,False
TKA.DE,False
TLAB,False
TMK,False
TMO,False
TROW,False
TRV,False
TSN,False
TSO,False
TSS,False
TWC,False
TWX,False
TXN,False
TXT,False
UAL,False
UCG.MI,False
UL.PA,False
UNA.AS,False
UNH,False
UNM,False
UNP,False
UPS,False
URBN,False
USB,False
UTDI.DE,False
UTX,False
V,False
VAR,False
VFC,False
VIA-B,False
VIV.PA,False
VLO,False
VMC,False
VNO,False
VOW3.DE,False
VRSN,False
VTR,False
VZ,False
WAG,False
WAT,False
WDC,False
WDI.DE,False
WEC,False
WFC,False
WFMI,False
WFR,False
WHR,False
WIN,False
WLP,False
WM,False
WMB,False
WMT,False
WPI,False
WPO,False
WU,False
WY,False
WYN,False
WYNN,False
X,False
XEL,False
XL,False
XLNX,False
XOM,False
XRAY,False
XRX,False
YHOO,False
YUM,False
ZION,False
ZMH,False
